Id,asm,bytes,Class
FEDY3WZIpvTcdGrqkObx,111808,415744,1
FEWwOKmxAqVZPX6r1eLg,19087942,1811456,2
FEiS5U2paZH1eDR67j40,35157672,4398740,2
FEoIKDQTpR2wjSAxz8Wu,168550,8493056,3
FGCV8wbAuQp1HiSd7kvm,172472,5033472,7
FGPHc0QSsMmYUfraOil2,976551,460288,8
FGbnRaJXyzeEu0Hchk95,1445121,445440,8
FGktWH4PKIdNimlo0B6Q,144798,519680,1
FH0sp8nvwNRZ9S6TWam1,225477,11329024,3
FHMwlc0VNIkOTe54UEJL,964761,460288,8
FHX8DhjEQTGtYcUSlP02,1068951,460288,8
FHp4XckLR2vVlaEmw6gd,941543,608768,1
FIVR08jS5sZo6avbmPHk,23577512,2093568,2
FIc3eX7mViuBPKTAlCr0,1092324,801792,1
FIxgyKhla8MGTcAf7Xur,1268256,1128448,8
FJzEvqG08gbxuQaU7TBp,38315900,4370622,2
FK61hsnuxXBgDiGHjvbR,966849,460288,8
FKEfLXTm85V1jQaJMAyD,7642001,786944,9
FKPI2pwaXBJkOsfNYtd9,1451885,638464,1
FKsefBCogNRGAjYLpOm2,18204894,8463360,2
FKxO8J75rj3Cs1od0yTX,176948,8493056,3
FL235qiOsXfm9WlcCgzd,34791369,4443168,2
FLBerci0hxEK1fYtUon5,963501,460288,8
FLKI3hDWBycN2niT0PmJ,6307370,593920,6
FLgxk6wQPCmVf2hDzjl9,278088,8493056,3
FLjUoM3ahgeXQuRmAS8O,4098320,772096,4
FLumNoC2IxqDP1HSj3zh,19219452,9116672,2
FMPeAL6nU5cydWakE7pi,34794861,3058688,9
FMbivOcEYHUPoGgtKxXl,604032,519680,1
FN5lMWj0kPY3SBRcoHvz,11831703,6280704,2
FNAVfQgh4a6k3lUY5ZcK,3566418,475136,4
FNKr36t4qTZoy5veUDRm,181527,8507904,3
FNMk3wvliVuQLCe9OTDg,178581,8493056,3
FNMnqPH6hzyY8ZDX7SVj,39104277,3964416,2
FNRvlymt10cLEBADOj9u,184445,5300736,7
FNcHdxXPKB9kVMnOzSm2,5588566,816640,6
FNfgljYWDabwU1Ri6Py8,16646256,9666048,3
FNiG6lYdyzwD5fLUoOvC,1176454,623616,9
FNk5ufg4GxHDLUpeOBmo,62622319,5597696,9
FNkpTvc71Vo3R0UzSLeA,6520996,1128448,2
FNlnkGrua7CObgcMqDw2,963847,460288,8
FNxZ7YXTQ56jlWg41uAU,2876613,1410560,8
FO8AGC1wIeKXcaH2gnhJ,2011050,683008,1
FOCwBfNrL3562sRglxZc,3950634,579072,4
FOScZ1qtiRyYEQTVK4XH,1869389,727552,6
FOgyq9S0TIH6hzViMN1B,6448419,1306624,1
FOijJzZuSwWcCkbHEgTx,98418001,8596992,2
FOo2f9Pz1XKwSHkyULiI,167125,8493056,3
FOxkTLeifaPImQ2yK6rM,89157792,7795200,2
FP3ITxh0a4rBOp7lQZ6E,5350636,2034176,6
FP7u6VsNE8m1GCjBiXfS,1018415,460288,8
FPBhOUAvt278Dop9armX,3686732,564224,4
FPG6AxT0SdX5eEfMiNbj,3144493,1863424,6
FPIdpNxGE3QZlzbvMwC9,169803,11329024,3
FPX8CW9NolmqKYbh3nVt,15128705,7468544,2
FPZgCGuvUcwRXQ3YNH9b,13861824,7424000,2
FPZgaCXimE53GWD6UjJY,59924694,5360128,9
FPrCDVSpITEWtUyMuozc,1419743,638464,9
FQ8hGjgtm2soB9I6bY5i,2168341,816640,1
FQLZtVfKGT83YewqPjiI,177116,5300736,7
FQM9eZop8fXhAtWBizms,1457929,1217536,8
FQoVzMSR1ub35GBHcUCO,1060933,549376,1
FQqOltd9EPVxkYsuJapw,1040160,460288,8
FQv250xqPrBlk1sSToYE,7137637,727552,9
FQv3gdPzs1ayVCXuYcWR,968786,460288,8
FQvbKakrJtVAs1oqd8cS,66190445,6518272,2
FQzrcxDH57n4XYwUltvb,32404862,5033472,1
FR35AhkoUflSTdIs7bvi,36484346,4281212,2
FR49leoK7WDw3QtHLU6k,146768,8507904,3
FRKxNY2wHUpjloGWk9Ci,1472328,1098752,8
FRTmvrEKAXNotPaWdqn4,35165251,4413554,2
FRvg9Ji5jnkDWqm4sMcA,969072,460288,8
FRxXsQuBCKOgewT38iz5,228644,11329024,3
FRyc0EQLMsbCmvYplidA,1780946,697856,1
FRzN6ZiS5KU3Iyql2sc7,34769945,3073536,9
FSMegdBp4jGDmah6vCsr,15989390,7112192,2
FSZsJwdxRCkPAeB2Trf4,180901,8493056,3
FShG9xVbwLlsDTYBdJMj,19377761,9057280,2
FSqi0ZaPveb5jMxtBcfs,7933666,816640,9
FT2MUWLyVQ1ERiCfgckH,23360917,2167808,6
FTPlW3bHICJZwrxia7hf,227977,11329024,3
FTf0bi9tk5ZPs6c3ANMn,1067993,460288,8
FTofSxMVXG9wtPrRuIzQ,20290577,9606656,2
FU1p8GJSVXAry3e2HMwn,2282257,282112,4
FU3u8jxK0WPVBYD61kXO,131989,8507904,3
FUR0EhC7xO1QW8f6DorS,173565,8493056,3
FURh5Tif1jXCzZGqlHyN,761137,504832,1
FV7sawPxCOQ9Y8jMAGir,171841,8493056,3
FVmO980BKzIHYiGUscDx,583967,460288,1
FVnieLKxNCw0pI5JEoqy,178295,8493056,3
FVv12Xkm9jouLsNpZiAn,177178,8493056,3
FW0vdghTMl5JtBqVkp3r,204979,11329024,3
FW5OMytiahRcIBfLJD9X,176482,4513792,7
FWLJQbmnM2URyBv4P38O,1468629,445440,8
FWdX4sHo6lDgZBzGKymf,1914815,697856,1
FWhXBxORyrDzpVAg4lTj,1364495,623616,9
FWmHJkilr3f9wGYgbysv,34231183,8493056,3
FWurwNEfVxvT43HbLyid,49649452,4454400,9
FXGvem2ls1xYbt7rkN3u,13557658,6206464,7
FXOALRt8SHUp2naVJksy,21620640,8745472,2
FXUJWnbGiCERH9Mcg8L1,18598522,6934016,8
FXcKgAs4Rq5IW3SYTvym,21202476,1885696,2
FY8XcAmQ9V51jwKTNPdq,973651,460288,8
FYPXNW2S6eO9zMVR3HaK,181225,8507904,3
FYsIBi6yv7zdqw1b5uHE,173486,11329024,3
FZE5yneocLv0D7kK9CJh,178885,5033472,7
FZVH8l3PLuyKCqW0me62,1458137,623616,1
FZhGnySKIx4prT8YmNWR,1311283,638464,9
FZsflRA4XawTS7Qj0t2N,169756,8493056,3
FZvUGP4zqElnDcbwA65N,7624027,801792,9
FZyGRoXSd0DTWBqeA59k,7451061,1469952,1
Fa1teXgUZO7vy0Kw6CTd,1586412,1187840,8
Fa2OpCTDdAE3telu04gK,78034338,8927752,2
Fa3Bwj8M6UoYhZKimT7E,783146,846336,8
Fa87QkVGAHec3PfuwbMm,6758054,2865664,6
FaKJdlpSU10sgw7jmQhe,4375972,786944,4
Fak63AcdS2zmGYv5bpsN,8980851,4825600,9
FalYuVzr8LgtiKRZ9oEy,128519155,12798976,2
FamuZb1OtvK27HRgeUSM,264387,8507904,3
FawWOxhrVe4ysCXLkA8u,53031696,4677120,9
FbHh56UTgNAQlPsKOudE,730841,668160,1
Fbdqw108uxIcZ6rDMgmY,1507241,11744768,9
FbjD1M3Lc9gXERZtGlS4,363176,460288,1
FbtjwxYNJlpdC764rITZ,1438641,460288,8
Fc7z9kKf5ZUwpyqC8L21,4864383,549376,9
FcgkuW75ErNdDzJmeVM1,312169,445440,1
FcxXkuV0dCRBhEJyj3Wq,247427,8507904,3
FdBUjIT8P2iN0ODw3Jxt,19166730,9027584,2
FdCMeDTY76jcz1EpqLhQ,8975099,3712000,6
FdLBvyh4RzmoEHSG8ANu,228325,11329024,3
FdMkgDZaeJus2vTPIxGH,1459365,445440,8
FdN4hY6qGVQAIlxjz1Bu,34814157,4443308,2
FdPwzJ95fRp1LGceAEWI,4020356,786944,4
FdSyWHUrZqeo9aE1mI7O,1698070,890880,8
FdTt7i63rIxeSv1scBn0,92749460,9235456,2
FdiEeV3N8WtUSXjmcrxo,9179955,2835968,5
FdjLX9NuObrR3T165Bya,2632510,1009664,6
FdlaszJrb8ZjBEKXo0nc,38556664,4370474,2
Fe0RwyGuONtrH5mJpAx6,1563347,712704,8
Fe4yEv8HmfLTBQuigKC6,9012587,4825600,9
FevJpgHqdmc4RZT2fxbP,2626450,1262080,8
Ff18Z46XwGmvbtgQTEpj,5352472,2019328,6
Ff65YU9skLjAyMibz1B3,1323113,1098752,8
FfYe8u5S2rhlB0sDXIaZ,12191544,6458880,2
FfmsbQcv6V3rGdDLBNXM,2166568,282112,4
FfoZNXGPOT5tvqRSxmYV,34308226,4472922,2
FftMq5zTYhDgRyxv3wBC,54417,786944,1
FfvCzj8YXUbDsLVARQmG,178567,8493056,3
FfxBsCDyAul0HSgtGdM1,1234255,608768,9
Fg8vNxDcn4oRuG3MZ0d1,230488,11329024,3
FgHkyL3ot79E1TmIZcbS,6595508,1143296,2
FgHwITU8xlAhGDLP01cC,450254,460288,1
FgNfZ29dIxl83YzRJ1ae,12737848,6473728,2
FgvTQR7Y3AlqDZxtnhe8,299194,489984,1
Fh9HCK50ZId4PbcQDTJr,148285,8507904,3
FhKRxXLsvCcD92PWZVgS,181017,8493056,3
FhLibeNQqV4O8acZvtJ7,965295,460288,8
Fhdbq2nojZ3pKWlHgrIQ,8558669,4825600,9
FhotrfvWBaGEu1sN2zSJ,178018,5300736,7
FhpBuDLoktwm9v3grXd4,90585447,8834560,2
FhxiaMwrVAfXKq7NYkvU,964645,460288,8
Fi4uPsNg2TcG95h7JR0d,1471172,445440,8
FiGCD4zX3Nrlo8QPsK6c,41876639,4291072,2
FiHCdZeLuSOWcQBv8yKm,9229567,994816,9
FiIeQ54ZGbvaLxf8A1zK,2945501,1187840,1
Fiq2TudjL5KZAoBScWvJ,170082,4558336,7
FitUnvqQ59PElo4uLph0,7775211,3830784,1
FjSleW6GDVdh2KOxnz37,5362735,2954752,6
FjdkOVL0pvfCyJKhiEat,75859596,7513088,2
FjeNJD8d04AakcKu5qCp,965538,460288,8
FjzLT1pN9kgZuJP5se2o,35579867,4371480,2
FkThbmQlgnjGPdV3p8vB,88560642,8775168,2
FkfjQ8g7dPxXi9nL3IRM,27425028,2586057,7
Fkha6WrBdNbMje7Oq0T4,19023556,8730624,2
Fknri4bKP82gvuRJqjVO,1384638,1172992,8
Fl9o1QycpzBuktRXSwx7,6075878,2256896,6
FlMyrLtZPG86JcoO0RTz,36400499,4251884,2
FlOzLwfIpHSmsBd18vXV,227351,11329024,3
FlnCzbtLd1mwWJf6pIEZ,34285105,8493056,3
FlnjSwYHGacRZVz0J1NP,176303,5300736,7
FmA5rcLou4t3f97bDvIK,38315941,4356786,2
FmLkTo9MiyNfSdH5el2Q,1249115,564224,1
FmUz8pwNlXgbS7DW5yre,1240481,638464,9
FmV4kRyzJeWnl9aEjArv,88866724,8819712,2
FmafvwYsu6Xn510GgU4c,960361,460288,8
Fmgw4Qj1asTx0fS6Hvb2,11944830,2286592,4
FnXVjLgJDclyUw9h213B,960169,460288,8
Fnda3PuqJT6Ep5vjOWCk,2026893,8433664,5
FnyqR98g2mSZNIeLiG4o,11645300,2316288,4
Fo3l7eAEM4XDmKyIV9tj,147041277,14179840,2
FoD16RIxbOn70KasSQmC,127685,8507904,3
FoEDHqjGNb24vXAOPpKc,14229377,6236160,2
FoJl7k9pgNGIKrVYUhX6,38328500,4356238,2
FoS2Z5sNPOI1vQGWaRMe,15568296,7557632,2
FoS47rVe0NgkwqDayJ3v,1028939,460288,8
FoafOZJusw17CRkz4Ul8,3534663,564224,4
FouYPMV2OKXB7fgjIZxU,269977,8493056,3
FpJWSLn8DkwZKyAG9XxM,187512,5300736,7
FpPsN0r6M1EKtT4GehSQ,128051,8507904,3
FpRwW15YzghCByLxi897,34349205,10660864,1
FpbBkjtGeV93UvlqCT5f,9492140,1662976,1
FpfoxH3CNAgl9iBY5naM,8646982,4810752,9
Fq5TI6OEeCjcJ1LnuYQR,9911480,2835968,1
FqEZWbA3xlSf178hYjMn,4838682,786944,4
FqJb6dso0myVUlk2xfcr,128145,8507904,3
FqTWKtxrajb3lBHNcz8S,62391851,5553152,9
FqVDNS6LH342jIbw8CKf,273758,8507904,3
FqXM3PGfdhTr0xgj7y4R,5769747,1885696,2
FqbIWSJMyRK1Ni7tVAuO,13333800,6384640,2
Fr94kItvl5LyH1ASRX3o,3587121,1009664,1
FrQHSDf7tNREowYmchbg,141431316,14135296,2
FrRtsd6n5a4eHZlOTUxJ,5004017,920576,2
FrVgycGXPJC4mMvfe56i,34831545,4458518,2
FrWpo1U80Ou9H3dlcq6x,712650,534528,1
FrfWM0OlI5XwyoQBnutV,180232,8493056,3
Frgfw47IkyO3ZBXlsQWc,227878,11329024,3
FsCzyGSN5qLRDgxh81if,177600,5300736,7
FsHojWp48ESXDbxczK0Q,164550,8493056,3
FsQeNCSYAb9jIP7DOByz,179535,8507904,3
FsirpP0oDwXeAzC2KndG,7290255,1366016,5
Fsjef4CM3N5ROl1kaVZh,11083450,1722368,2
Ft0dsjHpwqcWoXK6ST7n,3659209,489984,4
FtBHiVSc1PAaxelsC7yg,4900661,712704,4
FtdxnjOaVQHhMAwcf2Nu,2766535,1620288,6
FtmwqCbojMpvJDKB7H8r,83328840,8270336,2
Ftqd7rZi148x0zIJMQPY,38213457,4370242,2
Fu6jQNrclwCs38MSZKUx,22823709,2063872,6
Fu7M5iY1R6xDoKWGrcpJ,12531870,5954048,2
FuajKf6MUmELZ3O4sxlw,34289083,8493056,3
FupJWO71GZ9U5lVSEcak,5340286,2969600,6
Fv4oIUutzNCha6rXHxGD,1815275,727552,6
FvDlfHR4NkS7EYZrOTCg,7577077,772096,9
FvEJe7LOjwDranG2tcf9,61116720,5434368,9
FvIYS1WO7BTpjMeH6UbK,34186178,8493056,3
FvobzqOYfnQ0klx1tZLc,5538307,11358720,3
Fw2DKBfl05J4xkoArtU3,11460160,2331136,4
Fw3QCzKGsD9e86pgLiIm,22917759,2093568,6
FwXLJhKd382fCi4umt0O,17974707,8923648,2
Fwq4K7L2j3RaxGmScdVW,50060138,4484096,9
Fwv6xNbYWaZqCEOjT2H0,41829289,5274970,2
Fx7OEUwu1anTG8bQhqc0,21184420,3548672,1
Fx7qZU0yclOobRHp21kN,8390452,890880,9
FxIYb3j5QRWKH09azTrC,184039,8507904,3
FxaARS1BKUQr47njqNO9,34288281,8493056,3
FxhNbBl4iuU6He5mjgta,1001806,460288,8
Fxsq8u9hg0Ncl2TzLQtS,1450072,445440,8
FxvK59loJEUpbXBsqy8t,16535649,8552448,2
Fy7gH1lciNL4MAdaETDG,38141660,4370622,2
FyIcXN7Z6SQojdgntUD9,179081,8507904,3
FyMvxjWw50Zbmqk2uiJf,34193443,8493056,3
FyTSsd5IWQ8OcUaHbgB3,181402,8493056,3
FyVRginQdtTpSj14k5hf,4855848,579072,6
FymVrLMSdXp8OGYjIbav,1337064,623616,9
Fyu9GzEigD5T1PCpc0Vx,17445365,8938496,2
FzA0NwXoJ2ZdhjgPMlvY,966626,460288,8
FzQi9DwaKgWsAblcRXHY,226227,11329024,3
FzSPX69c8nfrMl1pLZwK,1466589,445440,8
FzXcL7Rxhj3mT9tlCp4k,399739,430592,1
FzZLCbl3pMjoh6sWd8RY,34280544,8493056,3
Fzb57KXGYB0x6yJErsN1,447944,460288,1
Fznamk4GOtlcB91EK0qD,175571,8493056,3
Fzu6tvTilbXUEVdM7oHL,6864808,1187840,2
FzunH2KqlBNLUxImDa8w,38191137,4355252,2
G09EtRmDsFyCK4lqjHWb,1022056,460288,8
G0FYM4npmwvtDTP7kKAW,34284415,8493056,3
G0N2VlfcXS9qC3an7FDE,42280954,4201984,2
G0lOhNpMKqBQb9VrkTim,2629682,801792,1
G0r4zLJ6yBPK1T2s9bNt,88387188,7750656,2
G0xmghzaP9n2HUCNlKFZ,555271,519680,1
G19qOjYAKMamw0rLgHUv,14807471,6577664,2
G1McmpbnaBkjwIZzyslY,274350,8507904,3
G1VDCsLj3X8FTW2yzgO0,166424,8493056,3
G1W3VN56x4ouK0slHkQE,347297,475136,1
G1ab9rZ2SFOshYk74yxB,6538277,1247232,1
G1t0leJo7ju3MPWwyLNv,911320,1172992,8
G29ao6i5K0ePVIxDXEJh,170933,8493056,3
G29t8jq3S5usQkfeL4zn,17713386,9398784,2
G2NCXj6ZWOyTFALv7Hqd,127306,8507904,3
G2NwvzfD8C7nWSZgaAVs,1286626,1529344,8
G2pLR7TatM5XKCbWoh3O,1043181,460288,8
G2rmTaNBbiM5w0YI6lhy,181465,8493056,3
G2wSKbvoJjNBW0kuRihr,181940,8493056,3
G2wlN4BuxnLUHiXQeSZR,11882308,2435072,4
G31czXvpnwUfRtdJ4TFs,5471934,979968,2
G37jI5Fu8YEJVgWhiKCQ,2398782,683008,1
G3QcJL0nO9qCtzNpKFVI,184954,5300736,7
G3R1rTmj9XlDLUheVcnN,1024774,460288,8
G3sXTkHj07CSAKW84LQb,22476369,1915392,2
G3td1uFSQnHxrZ9jPE4X,35413799,4398706,2
G3uzt1aRrN0sbjgHn7Qe,180527,8493056,3
G43puA6hRxYEkJnrOtbX,91141,460288,1
G4J76nstvNd0PoXSjbFZ,180106,8493056,3
G4pBIT7W28V601CzoPnU,179510,8493056,3
G54U96frYb2CLIOSpMyX,3605847,326047,4
G5dlzsYqu8TkDrxUpXmS,8191415,890880,9
G5s0wMUhuWJi1ckDSzn4,8878242,4825600,9
G68a2QiCMsvf9JUWdlND,176178,5300736,7
G6DuwWL03egOH7vqrQMC,14094476,7602176,2
G6RpHVm2BiA19FaktEl3,8680769,2954752,1
G75QxhRIoP9Tg0KAvLUy,8728470,1707520,1
G7DQnb0fcE62usXeAmIN,176294,8493056,3
G7JMvWmlnwiVpjcNhSdL,135293907,13274112,2
G7WZvXgSMfJeKH9o4ayc,225466,11329024,3
G7rLkA8ejxVycE2Bb1gP,968007,460288,8
G80aDFlyJqitT9vBsQMZ,182047,8507904,3
G814DYsFh9PKktqvwiuW,3888510,727552,8
G872A1ZdEnxBbX6HSYTc,6490586,697856,6
G8Jqn4KXzOMZjyEIW1Uc,76452420,7379456,2
G8bXrIAFQ0HYlnZ7eDym,5659479,1945088,2
G8hm6UqIKBQWlMpeTScb,4056805,994816,1
G8nd3QDysqeJ75mM0uTZ,756311,564224,1
G8ukS97hQUnO13ZIXoLM,1089167,460288,8
G8unSowFszcjkpdafJWe,18476849,8092160,2
G8wlLJNegZjoD7YFkiS6,74580969,7557632,2
G9AfUZY5xLuDFISqKyQs,34207046,8493056,3
G9ItnR8HegBwlxEjDy6m,176482,4513792,7
G9MXfcb4iVKa3BeN1SLg,170809,11329024,3
G9jfR1PvIhwMx2Wts43b,3525820,608768,4
G9tcxvXL8sZAjU72zYOg,3450262,623616,4
G9uS0QUHK6oW7XPmqvfj,34286893,8493056,3
GAFXJNzhQ50rMLdt8p39,34285660,8493056,3
GAHqOv5KajTcR648pnbw,178894,8493056,3
GAOqVercpKCZJX4l1wzh,226267,11329024,3
GAc5nqRb1NW9IDwCBvfK,172203,5033472,7
GApUZMLD5BgbES0zrcYn,4813268,564224,6
GAvItLYkN1s5nPyE6drh,13476129,6369792,2
GBNdXiuAb7CrO5vVoK9I,148173,8493056,3
GBQtWjTxb4v21NCDAaoI,179708,8493056,3
GBUMvuwR3QHfLSipOohk,1817347,727552,6
GBi3fRHvLPWz5kStU8hu,14886872,6785536,2
GBpWNc6frYvmq57wyxgX,5418256,876032,4
GBvhKE2ydrS78XaiHUFu,34985718,4398764,2
GBzw6VxuMlXKbmZi9RaT,182374,8493056,3
GCUmV5Iy1LpqM70ZYoKR,18147419,2761728,8
GChmH1Jo4OXUYR85E90Q,1871468,965120,8
GCoiXh8BY0Nl4jO1P9zL,245249,8507904,3
GComZnLakDiIuQYsfgA7,171458,11329024,3
GCp1DME8xZNUogB5aYWh,147462,8493056,3
GCtriz82s6SZXB0HDRc1,14859100,7928832,2
GCuDFKgQY2f1WH0B9VrE,88977096,7706112,2
GD5PixCWp6ZltsQ8qVbI,315166,2078720,1
GD7JUv1IfRuHpneMKaYc,1295591,608768,9
GDMPOk0orLBVtaubJHS5,19979469,9562112,2
GDZJ2rT0NmUsgPAkzoMu,179456,8493056,3
GDieNrMwRKz53Tdcuv7x,5074295,935424,2
GDtNoxZ3CKvYhcHQukrm,9681905,6830080,1
GEFTHcs9pD254nR1PdNY,101801611,8834560,2
GESoUiedANRy0jqX59Fl,394265,460288,1
GEaJRH0xlprO3C8ShcQK,1009040,727552,1
GEfcnxDQbBIuid5UrMoy,132240,430592,1
GEgeJqIiTRFz6tPuolU5,34305266,8493056,3
GEprqj7xuTa8m629zQP3,7760802,1306624,2
GEs5ryOXjLYVdAM7qK8z,5091220,2123264,6
GF8K2TW3s9QUjRzxbr5v,18226570,5449216,7
GFLxvaBSrfoN5uUA3l9s,1051893,1276928,8
GFUoAi5Rm0Jn1XNlcjrD,179539,8493056,3
GFVUryQSjKEPM5pqs9h2,707526,668160,1
GFXkasEv1gfuNPlR0jQM,88321043,8775168,2
GFblksovaPYLI5XeC8RU,7906367,4825600,9
GFdy1EXBLj6k4ceIfvOA,227176,11329024,3
GFdzM4pukx7wtXIKrS6g,144465229,14179840,2
GHavcNsxJtgbO1IiQmB5,34278438,8493056,3
GHfp03Ls1VE2bjXulTqZ,1042587,460288,8
GHrFo8dgAwsJSV5kI0vD,282259,623616,1
GHsNPB59S8jJ1Upa43Ah,76071025,7527936,2
GHwiU2dzIQBjApR8Kfhn,450572,178176,2
GHyIqK3kbD7SvBftzaYo,11798128,2435072,4
GIphNYPJuLqfs8FTcEdR,34289316,8493056,3
GJ1tcdBHRUOMILq3soiZ,4836119,712704,4
GJREYDA5m4tiQ3krNuq9,1501574,608768,1
GJclOauMEA70XU6nv8g3,8705219,2286592,1
GJfln1kZ2ecOgXrv9Sht,964217,460288,8
GJhmONp2RTcoHdrKgBMi,1045086,460288,8
GK3DuZAoU1YkPTWnzC7V,16405038,8032768,2
GK3cIhMzuHSw6YtoPevN,13640426,6414336,2
GK590Jem3FA1kspq7PoO,821052,593920,6
GKE3r56OmluVYqIZQihx,170353,11329024,3
GKHQIcajdxPpbu8ltEvJ,171320,8493056,3
GKL3rD2YSf9xiXIPzeb6,7942945,4840448,9
GKdvW298FpuQAamNZlqn,35523151,4369952,2
GKhapcnCHF2qxI3XkbyR,1140554,623616,1
GKkjcrNlTU9D8LJxgZoA,1425517,445440,8
GLQ3Z1O4wCebKFV8A5z0,181546,8507904,3
GLW9Re0OVAhCr4TUqkZD,60375157,5360128,9
GLXFv4PfqV6dD9eaIO3h,35354145,4355684,2
GLbHYz1tI5ZOF6vcleEx,69855979,6963712,2
GLcwfP1Z08pVWrg7uoy5,1331966,2464768,1
GLrQbRUluV0qzahkDEms,4314738,801792,4
GLz6FdekWya3tsUovJPZ,245657,8507904,3
GLzSZuahXjcxv4fQPosm,271779,8493056,3
GMEAV21K07wb4O3YisZP,70875326,6963712,2
GMmILXek4Tuh5iWbOrjU,1811499,1232384,8
GMw5FUkrDxPvy2XmV4cJ,990929,460288,8
GN8ZQjzWfKBYUtH1ehM0,16763573,5449216,7
GNH2UORb8TzduP5o0Xr7,141505,1499648,1
GNHUoTAd3etcxL1M0WbS,8732164,950272,9
GNZvEY5fDAqxhpjdysn6,16025360,7141888,2
GNx5o9mIsTV3SUkeJFgP,176738,5300736,7
GNy1v4n6iV8zlwOPKDeI,20525827,5464064,7
GOCxdg4XrQYsZvKf2eNP,1544365,1559040,8
GOEKlWF9DoZ7Y13rJ8ia,8128275,831488,9
GOPRE6b1ypHhFWoAVgKC,30678784,4365312,1
GOVHJNpe2hzRrPc1LFZw,10366276,1544192,1
GOZy7VoT8K5AWci6DIu3,169238,8493056,3
GOmnSkldHD5ABFoNX7Jz,1099450,593920,9
GP9MBktKncadV1gF7N25,4133954,638464,4
GPAypQZ0LH7rD1safnMI,60556947,5419520,9
GPEC53g1KvWksBcYhuef,168643,8493056,3
GPifvoxhun3rNgwZ7VQS,170905,5033472,7
GPw0fzITLhcQDkSWdyYx,14366596,7112192,2
GQPk9p1ZEICdOTcxlH5W,2626376,3355648,1
GQh8kxUDtRVwzEP0Wvfs,6768520,727552,9
GQjf5BRNoHmXzt91hb0L,381592,475136,1
GQpTRMvrez5Z2hqykUwJ,9025938,4825600,9
GRXZaphsokTrql4u2xMd,7991666,831488,9
GRYhfsPiy72KcE8VaeqF,761481,683008,1
GReXQUwJuhz5Bj69PotI,42061496,4305920,2
GRlSVdCEZNKBPj49pamD,20940842,1989632,2
GSBVYnK0U8HMDLyfeEjF,228223,11329024,3
GSQeltaBqZPDTpHEoxW7,226058,11329024,3
GSYtwpD0MfegOyzNUHXr,163587,8493056,3
GSoMecQhOTdXZy7D1Cjg,34164096,8493056,3
GSsXPyqKvrjZ4cJlO385,7490037,1247232,2
GTEkXN6RtcSMs2CJo3dg,15908858,7943680,2
GTJNch5iVIrx3kA74uwb,22872497,2078720,6
GTQjgZSf6328a5et7wNR,503677,237568,2
GTXj5Lg2ZF4tJAsPBCYc,11619170,2345984,4
GTZPO73Y4JwN5oRLveDx,62038202,6102528,2
GTdj9ktEmJCRqwfncOQg,166160,8493056,3
GTu3Dj92zvP6i5oVACHb,1350121,712704,1
GTwAhvdcq2zjZBPEbWSL,20206802,5374976,7
GTyr8o3mQDug7cb0eCMz,101972892,10872816,2
GU32g0fBF91xp7JqNXHY,119470177,11893248,2
GUFWALVuS2Ndn5YJfHjw,128636,8507904,3
GUOCE4g7Wk2QPIhxJnYF,97230096,9680896,2
GUryk27wO8MAsjvazqRI,9647325,1618432,1
GV7WShk4vjpiKqbEBgsr,4215835,638464,4
GV8REsbW0g7atlTBDXC3,12713296,2494464,1
GVHXY92sLJm84SIpoOQb,7706332,2449920,8
GVTOpAIgx2ch8UW4l5HK,179206,8493056,3
GVeSwJETaiBybNsg87xC,177481,8493056,3
GVfB3ExSgaYNZu5jelOU,1019698,460288,8
GWBugsn5QySAo76NDE0H,135810856,13244416,2
GWOV07nzb1Lasfh3wYep,970742,460288,8
GWQYvtI8a2rouyEOPcHb,48901105,4380160,9
GWQal1VFCtwrE47xNeSJ,8895557,1440256,2
GWUj9COuPeVEqM7TmlKs,34288427,8493056,3
GWbiQstavLpfhYqDE8O0,95978682,10783810,2
GXFP0dYvns5NoQtIBECf,1904173,1024512,6
GXteK0J692hS4YnpNzWu,5463276,3028992,6
GYFfQO42ls3rtZLUJe5x,138462,8507904,3
GYNuhSXjftWM0AELd7Vm,180143,8493056,3
GYo8tD76OWx0jkyIB1iL,1621284,1054208,8
GYz7KAZtw21lqC9bHP3T,7530839,801792,9
GZ6Js1Ma8A2OXzqdlUxW,985793,460288,8
GZDBtHrSVFvM2cC5dEL9,180345,8493056,3
GZELs4ti7QfTqNIwoX9U,165424,8493056,3
GZJ3hp4v8AzVB6imf1Il,23423223,2167808,6
GZMUBgvzt3brcfsh84iR,1459624,445440,8
GZndsp4oXvf5Wzb96CQu,1683860,1083904,8
Ga17B5qZe6VoM0kCxTAF,1080649,742400,1
GaNBEjUSeVQFLi3mcur9,2736381,1098752,6
GbC6TFsQUBoX9irS8nMa,2484023,564224,2
GbTUXFYkMoafQSe1zN94,1143346,4350464,5
GbcXlTxkFwUSD0La8Ahs,1822219,816640,6
Gbf4Z8pqFsrxyKVQOcWg,108392140,10556928,2
GbgDPpJ7jy6Y9ncTOwA1,6608171,2227200,9
Gbs4cQpR5JWdFhBIVKHl,2173511,282112,4
Gc7Bd6Xnq9WQVP2LlZjJ,272997,8493056,3
Gc7fIKEtrPNZ2A48gHRy,179936,8493056,3
Gc9LHVWMU5tu7Q8fpFq6,5330675,965120,2
Gc9O4vA6JMXeQWs1gipo,3626962,1202688,1
GcDqJZKaY7OdRAkm4o95,2353214,712704,1
